Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,Service Classification
207.69,89,12.6,96,53,100,71,27.61,88,EconometricStats,Silver
151,89,1.9,96,60,100,74,45.33,10,RandomBushismService,Silver
140,96,2,99,60,100,74,42.67,8,RandomBushismService,Bronze
146.5,97,9.4,99,60,100,79,60.5,8,K4TAirFaresWS,Silver
291.5,89,7.6,89,60,100,74,137.5,4,WSEmbossService,Gold
257,91,8.2,91,60,100,74,117.5,11,MultipleAlignment,Gold
156.29,93,0.8,98,60,100,74,52.29,4,DevLeap_x0020_-_x0020_WSCached,Silver
205.33,90,3.5,97,60,100,74,48.33,28,Utility,Silver
126.25,100,3.6,100,60,100,74,39.5,32,Utility,Bronze
116,99,24.5,100,60,100,69,14.5,33,RealTimeJobPost,Bronze
105.67,91,3.5,97,60,100,74,23,3,AffiliateService,Bronze
163.67,99,2,100,60,100,74,50.67,7,NED,Silver
175.5,96,4.7,99,60,100,74,58,26,retsinfoService,Silver
133.75,89,3.4,96,60,100,74,33.75,34,RadioMallWS,Bronze
98.25,90,1.7,96,73,100,80,2.25,36,TaxDataComplete,Bronze
192,91,5.1,97,60,100,79,62.5,7,ITicTacToeservice,Silver
187.2,96,2,99,60,100,74,51.8,87,PersonService,Silver
176.67,96,3.5,99,60,100,79,61.34,82,GetPersonInfoService,Silver
3111.67,99,2.1,100,67,100,77,4.34,87,OD_CB,Platinum
179,85,1.1,95,60,100,74,47,76,fdiscbootService,Silver
132.5,95,1.8,98,60,100,74,48,10,GeoBrokr,Bronze
181.12,95,11.3,99,53,100,71,37.41,89,OddFactWebService,Silver
262.5,92,6.9,97,60,100,74,83.5,5,registration,Gold
157,90,11.3,97,60,100,74,61,1,registration,Silver
131,97,2.3,99,60,100,74,27.5,77,lister,Bronze
585.5,97,1,99,60,100,74,19.5,77,lister,Platinum
102.2,90,3.3,97,73,100,80,2.2,41,Service,Bronze
397,88,1.4,89,60,100,74,169.67,35,Sample,Platinum
184.5,97,4.2,99,60,100,74,71.5,21,GIS_CB,Silver
102,90,2.5,97,67,100,82,1,39,SplitsTreeImplementationService,Bronze
163,85,1.8,95,60,100,74,42.33,5,GlobalAddressInteractiveVerification,Silver
213.17,99,1.2,100,60,100,79,44.34,56,WSEmbossService,Silver
170,85,3.1,95,60,100,79,48.25,87,HashProviderService,Silver
143.67,100,1.8,100,60,100,74,48.67,9,CualEsMiIP,Silver
126,94,1.9,98,60,100,74,37.67,8,whichdbService,Bronze
3610.2,96,1.4,99,67,100,77,6.4,97,CodeGenerator,Platinum
193,94,5,98,60,100,79,60.5,1,dregService,Silver
196.33,87,9.5,95,53,100,71,38.12,86,RetrieveSingleRegistrationManager,Silver
470,99,0.5,100,60,100,79,14,9,WebSitePulseService,Platinum
113.5,96,1.3,99,60,100,79,24,10,MetarService,Bronze
157,93,4.7,98,60,100,74,45.5,23,symgateEngine,Silver
138.25,98,14.5,100,73,100,84,19.92,39,oemsearchxmle,Bronze
163,90,20.1,97,58,78,75,1,10,IP2CountryService,Silver
182.25,67,9.7,67,67,67,85,46.5,7,ISOcodesSOAP,Silver
603.54,31,1.7,32,78,78,91,130.85,8,Servicio_saneamiento,Platinum
136.86,87,1.8,96,67,100,82,1.15,96,RSSService,Bronze
123.64,93,14.6,98,67,100,82,1.19,87,DOTSFastTax,Bronze
136,83,21.4,84,83,78,91,6,11,GenreTermsAndSubjectHeadings,Bronze
130,89,24.5,96,67,100,82,1,95,SOAPService,Bronze
129.2,86,3.5,95,67,100,82,1.4,90,cuspService,Bronze
123.7,93,15.9,98,67,100,82,0.7,96,siggenService,Bronze
131.15,90,14,97,60,100,79,1.23,91,IDEC_GeoServeis,Bronze
132.17,93,4.8,98,67,100,82,3.17,86,xfrx,Bronze
139.08,65,11.7,65,60,78,62,61.5,41,ResidentialLookup,Bronze
1336.75,47,3,48,67,89,72,41.5,34,checkVatService,Platinum
105.92,9,9.3,10,67,89,77,54.08,11,XigniteOFAC,Bronze
105.56,92,14.6,97,73,78,80,0.67,95,CooccurrencesAllService,Bronze
103.25,93,20,98,73,78,84,1,86,newseqService,Bronze
104.75,89,19.4,96,73,78,80,1.5,96,timetabling,Bronze
104.6,89,19.1,96,73,78,84,1,89,ProTagService,Bronze
105.6,100,19.2,100,73,78,84,0.6,95,Validator,Bronze
108.8,90,18.1,97,73,78,80,0.8,92,Labs,Bronze
103,85,16.1,95,73,78,80,0.89,91,sendOIOXML,Bronze
98,94,0.7,98,73,78,80,3,96,NewsService,Bronze
107.45,97,13.3,99,73,78,80,1.36,94,LittServiceService,Bronze
107.4,85,19,95,73,78,80,0.8,92,infoalignService,Bronze
141,92,1.4,97,73,78,84,1,86,serviceName,Bronze
98,85,1.3,95,73,78,80,1.5,92,IntegrateServiceService,Bronze
104,87,18.5,95,73,78,80,1,97,ArticleArchive,Bronze
104,99,1.1,100,73,78,80,1.33,59,restrictService,Bronze
131.67,88,6.9,96,73,78,84,9,8,newcpgseekService,Bronze
194.17,73,6.5,74,73,89,84,13.5,7,WarrantyClaimWebService,Silver
803,83,1.2,84,83,89,91,445,57,VinService,Platinum
348,100,2.4,100,67,78,72,16.8,5,Demo,Gold
417,86,6.5,86,73,100,84,230,5,restrictService,Platinum
853.6,88,6.1,96,60,78,74,55.2,12,DOTSContactValidation,Platinum
123.83,99,16.9,100,73,78,62,19,91,etrayService,Bronze
148.5,87,11.1,95,67,78,82,33.29,92,skipseqService,Silver
143.6,98,16.7,100,73,78,62,34.4,96,Source_x0020_Code_x0020_Community_x0020_WebService,Silver
183,93,11.4,98,73,89,62,58,95,btwistedService,Silver
1164,88,13.4,96,83,78,91,11,8,CWS,Platinum
407,9,5,9,60,89,69,7.63,32,AvvioAPI,Platinum
413.09,8,5.4,9,60,89,69,10.11,36,AvvioAPI,Platinum
269,96,21.5,99,58,89,75,10,10,promotionService,Gold
171.68,38,8.7,39,78,50,89,13.36,9,Utility,Silver
347.67,47,2.1,48,78,89,91,8.34,32,DotbotClass,Gold
138,86,15.4,95,73,100,84,15,41,Compound1,Bronze
50,72,13.3,72,73,78,84,4,7,RouteCalSrv2Service,Bronze
289,85,10.4,95,73,78,80,2,88,toi-wetter,Gold
287.93,100,6.9,100,67,78,77,17.73,88,bonjourwsdl,Gold
477,94,14.2,98,73,78,84,2,4,ServicioSuma,Platinum
538,98,14.5,99,73,78,84,55,4,AAIService,Platinum
81,100,2,100,80,78,65,2,11,VideoGamesFinder,Bronze
253.33,88,3.4,88,80,78,83,50.33,11,Personne,Gold
144,89,1.9,96,80,67,83,38.33,8,Personne,Silver
198,96,22.4,99,73,100,84,2,94,CountryService,Silver
308,93,12.9,98,78,78,89,1,11,AddressBookService,Gold
249,56,8.1,57,73,78,87,2.25,5,interop2,Gold
2123,100,8.8,100,73,100,84,4,2,XWeb1003Port,Platinum
724,85,13.1,95,50,89,72,2,8,TimeService,Platinum
254,84,1.9,85,73,89,75,7,3,GetTradingConditions,Gold
303.1,34,10.4,34,73,100,80,2.4,92,christmas,Gold
789,84,2.5,84,67,78,72,608,58,CityLocations,Platinum
148.06,52,7.8,53,67,89,77,88.18,94,GetSomeValueService,Silver
292,83,16.6,84,58,89,80,5,4,LeagueService,Gold
861.75,56,6.2,56,78,89,89,9.75,56,PayPalAPIInterfaceService,Platinum
127,88,2.1,89,73,100,80,7.33,66,Wordml2latexService,Bronze
155.83,92,1.1,92,73,100,80,5.66,60,eSynapsFeed,Silver
150.17,91,18.1,92,73,100,80,4.84,65,polydotService,Silver
146.88,92,13.4,93,73,78,75,11.88,64,XmppService,Silver
148.69,95,14.4,95,67,100,77,5.92,64,NycAddressService,Silver
184.67,88,1.9,89,73,78,75,7.67,57,cpgreportService,Silver
529.33,66,1.1,66,73,100,80,73.66,56,ServicioGeocodificacion,Platinum
143.33,88,15.7,88,73,100,80,8.66,61,IXMLWS2service,Silver
165.2,91,1.4,91,73,100,80,11.6,62,ForumSecure,Silver
133.17,94,13.9,95,73,100,80,6.59,62,SerClsPeticionSOAPTPVPCservice,Bronze
386.5,93,11.3,98,73,89,62,69.5,91,JobServices,Platinum
604.33,63,6.8,63,67,78,72,6.66,7,EPADWebServices,Platinum
485,63,7.8,63,67,78,72,4.67,12,fseqbootService,Platinum
473.67,63,7.9,63,67,78,72,7.34,4,Service1,Platinum
186,93,10.5,94,73,78,80,56,12,ememeService,Silver
68,97,5.1,99,73,89,84,1,95,VipWebService,Bronze
155,100,28.1,100,67,89,72,8,59,UpdatePerson,Silver
207.67,26,3.3,26,53,78,66,52.6,7,dbEMSW2,Silver
280.36,94,8.2,94,73,78,62,109,36,IWebAPIService,Gold
158.2,87,15.5,95,73,78,62,6.2,32,ARSA,Silver
268.11,96,8.3,99,67,78,58,0.72,31,GetInfoByNameService,Gold
121.46,61,13.9,62,67,89,77,9.15,5,PeReverseAniService,Bronze
135,83,20.6,84,67,89,72,21,9,InteropServiceBService,Bronze
116.75,56,4.9,57,73,89,80,2,37,ContactClean,Bronze
324.67,97,4.1,98,80,78,87,77.67,42,XWebFAQs,Gold
251.5,86,12.7,86,67,89,72,77,2,devCadastro,Gold
126.67,94,9.5,98,73,100,84,0.67,94,ftreedistService,Bronze
292.14,85,1.2,85,73,100,80,63.71,89,UserService,Gold
145.62,92,2.4,97,73,100,80,41,87,edit__descseqService,Silver
333,83,14.9,84,83,89,93,6,7,ConnectiqueService,Gold
324,83,16,84,83,89,93,7,8,ConnectiqueService,Gold
1296,86,6.9,86,73,78,80,1,5,TwsLoan,Platinum
370.5,86,10.9,86,73,78,84,53,11,NWs,Platinum
1479.78,65,2.8,65,73,89,80,44,87,PasteHereWebService,Platinum
237.12,62,4.8,63,78,89,89,5.5,8,RCAWS,Gold
203,87,3.6,96,73,78,84,21,38,tranalignService,Silver
473,91,12.4,97,73,78,84,184,4,ExecutablePackage,Platinum
204,98,12.7,99,80,89,65,2,34,bonjourwsdl,Silver
287.67,63,6.9,63,73,89,75,11.34,37,ACMEProducts,Gold
283,87,21.1,95,60,78,69,30,11,RegisterResearchServices,Gold
524,94,22.5,98,67,89,85,22,65,OTNGUIDGenerator,Platinum
118.14,60,9,60,73,89,80,3.41,86,ServicioNomenclator,Bronze
84,91,12.5,97,67,78,82,2,8,ITstSDNCHECKservice,Bronze
102,91,9.2,97,67,78,82,1,9,ITstSDNCHECKservice,Bronze
1284,94,8.2,98,67,100,82,1236,5,Office,Platinum
514.5,86,1.4,95,73,78,62,15,36,LeftNeighboursService,Platinum
505,100,6.1,100,73,78,84,11.33,3,newcpgseekService,Platinum
564,83,13.7,84,89,100,93,122,8,pinger,Platinum
146,63,10.5,63,73,78,75,5.67,5,ICD9ToICD10,Silver
1015,83,1.3,84,73,89,75,4,7,SkyNodeWS,Platinum
163.25,87,1.7,95,73,100,80,0.25,42,consService,Silver
65,67,5.6,68,73,89,84,23.7,5,Izracun,Bronze
223.33,97,2.2,99,73,89,87,67,4,USWeather,Silver
349.22,36,6.8,37,73,78,83,4.11,3,FpMLValidation,Platinum
335.89,36,7.1,37,73,78,83,4.78,11,FpMLValidation,Gold
135.25,78,3.4,79,73,78,84,1.5,3,Testtool,Bronze
131.75,90,8.7,96,73,100,84,1.5,12,XWeb1003Port,Bronze
311,83,15.2,84,60,89,69,7,9,HOSTSupplierContainerRunService,Gold
481.67,85,6.6,95,73,78,84,10.67,7,newcpgseekService,Platinum
149.75,78,9.4,78,80,89,87,4.5,89,CreditCardValidator,Silver
186,86,11.3,86,60,89,69,6.5,5,FlightScheduleService,Silver
79,84,7.1,84,60,89,69,15,10,ehmmpfamService,Bronze
178,98,34.4,99,83,100,91,8,9,PurchaseOrder,Silver
244,78,6.9,78,73,89,80,54.25,89,DOTSPhoneAppend,Gold
181.33,89,8.9,96,73,78,84,12.33,3,newcpgseekService,Silver
172.67,87,6.8,95,73,78,84,14,8,newcpgseekService,Silver
564.5,97,13.4,99,73,100,84,1,12,domainsweepService,Platinum
271.25,78,6.7,79,73,67,84,148,1,EmailValidation,Gold
261.33,95,10.1,98,80,89,65,100.66,90,K4THotelAvailWS,Gold
89,83,13.2,84,73,67,80,1,36,SendServiceNoHeader,Bronze
65,83,26.4,84,78,89,89,4,5,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
413.5,98,11.4,100,80,89,78,4.5,36,Securlogin,Platinum
842.33,93,7,98,73,100,84,109.66,77,IXMLWS2service,Platinum
137,83,21.6,84,73,89,84,7,62,christmas,Bronze
214,86,17.8,86,80,89,87,2,5,PublicCalendar,Silver
334,89,14.3,96,73,78,84,42,8,GIS_CB,Gold
1275.25,56,3,57,67,89,72,88.75,9,CasUsers,Platinum
1072.75,78,3.8,78,80,89,87,42.5,10,USDAData,Platinum
703.25,92,3.6,97,73,100,80,265.25,9,wsArrayList,Platinum
628,90,20.2,97,73,100,84,17,5,Award,Platinum
430.5,40,3.3,40,73,67,84,13.25,61,TransportService,Platinum
99,60,0.8,60,53,89,66,3.75,5,scavenger_hunt,Bronze
68,86,18.3,86,73,89,80,3,33,GetEntertainmentListingsService,Bronze
462.5,78,2.7,79,73,67,84,177.5,66,TWSFissionDotNet,Platinum
47.27,61,20.3,62,67,78,82,2,3,vectorstripService,Bronze
42.5,72,14.1,72,73,78,84,3.5,6,RouteCalSrv2Service,Bronze
872,83,15.4,84,78,89,89,14,66,TempConvert,Platinum
222,90,10.2,97,73,100,84,23.67,12,WSTCoffeeService,Silver
119,86,18.1,86,73,89,84,4.5,12,FlickrComment,Bronze
130.75,56,10.8,56,83,78,91,3.5,4,SailboatCalcsWS,Bronze
211,43,3.1,44,53,89,66,7.71,59,HolaMundoWebS,Silver
1733.09,97,2.8,99,73,89,62,11.36,8,DispatcherAPIService,Platinum
105.43,87,1.2,95,73,100,80,5.57,11,WSNCBIBlastService,Bronze
107.57,89,2.2,96,73,100,80,5.71,2,MorphologicalAnalysis_frontendService,Bronze
93.93,80,2.1,80,67,78,82,3.72,60,XigniteTools,Bronze
137.71,79,2.4,80,67,78,82,9.21,56,XigniteTools,Bronze
97,90,7.3,91,73,78,84,2.2,56,EchoStringWSRoutingSvc,Bronze
121,90,4.1,91,73,78,84,30.2,58,EchoStringWSRoutingSvc,Bronze
90,85,31.1,95,60,89,79,1,89,Streams,Bronze
95,96,28.3,99,60,89,79,1,88,Streams,Bronze
107.83,73,8.5,73,83,50,91,2.5,63,UnitConversions,Bronze
124,91,26.9,97,73,78,84,8,66,Calculo,Bronze
486,94,3.1,98,73,78,84,1,87,GreenchoiceNewCustomer,Platinum
177,100,6.9,100,73,78,84,7.33,5,newcpgseekService,Silver
848.15,21,3.5,21,78,78,89,451.15,10,OHRwurmIndexService,Platinum
127.33,100,6.9,100,73,78,84,8.66,9,newcpgseekService,Bronze
121.2,55,1,55,50,78,66,5,93,WarrantyClaimWebService,Bronze
141.5,93,15.9,98,50,78,66,11.38,90,WarrantyClaimWebService,Bronze
164.33,95,15.2,98,73,78,84,13.33,9,PartnerServices,Silver
665.5,85,2.1,95,73,100,80,29.38,87,AladinImageService,Platinum
539.29,63,6.2,63,80,67,87,324.79,41,walker_service,Platinum
328.67,21,3.7,21,60,78,79,10.43,6,vectorstripService,Gold
145,85,6.8,95,73,78,84,9,9,newcpgseekService,Silver
82.43,42,6.5,43,78,89,89,3.14,59,EnvioSMS,Bronze
77.43,42,5.5,43,78,89,89,3.29,63,HexBinaryTest,Bronze
391.59,97,5.4,99,83,78,93,16.18,36,GeoPointService,Platinum
3567,93,5.6,98,80,100,87,39,8,DictmetaService,Platinum
64,83,24.8,84,78,89,89,4,11,Source_x0020_Code_x0020_Community_x0020_WebService,Bronze
58,95,16,98,73,78,80,1,5,XataDispatchWebService,Bronze
80.5,88,1.1,96,73,78,62,29.5,7,PassportService,Bronze
274,99,22.6,100,73,100,84,15,8,uBioService,Gold
65,86,18,86,73,89,84,4.5,91,MFundsService,Bronze
217.5,86,11.7,86,73,89,84,99,91,WSClustalWService,Silver
66.5,72,13.7,72,80,89,87,5.5,59,NewsService,Bronze
2098,86,5.1,86,80,67,90,55,65,LeftNeighboursService,Platinum
352.5,86,4.5,86,73,89,84,267.5,64,patmatdbService,Platinum
733.08,30,4.4,30,73,78,84,1.33,7,GlobalWeather,Platinum
406.25,91,1.7,97,73,78,84,205.75,24,Authentication,Platinum
729,94,15.2,98,73,100,80,480,9,PhoneNotify,Platinum
121.33,90,10,97,73,78,84,8.33,5,newcpgseekService,Bronze
384.5,57,5.7,59,67,89,77,24.41,95,eSynapsMonitor,Platinum
724.82,99,4.7,100,60,89,69,13.53,5,TexServices,Platinum
285.14,63,7.9,64,73,78,80,16.35,92,FindBlankWS,Gold
211.75,88,6.9,96,73,100,80,34,7,Codic_x0020_Engine.Net_x0020_Web_x0020_Service,Silver
166.5,87,16.7,96,67,89,82,59.5,12,CReasonerService,Silver
214,100,26.7,100,73,78,88,2,1,TGL_x0020_Web_x0020_Services_x0020_v1.0,Silver
191,92,9.4,97,73,100,84,42.6,1,Statistics,Silver
150.5,92,16.2,97,73,78,80,1,12,MedicareData,Silver
38,95,2.1,99,73,78,84,1.5,6,SwissCities,Bronze
69.33,95,19.4,99,67,78,77,25.22,93,dConverterSOAP,Bronze
1242.11,64,3.3,64,73,89,80,28.67,87,PasteHereWebService,Platinum
837.25,78,5.7,78,73,89,80,55,90,StockQuote,Platinum
206.5,86,12.7,86,73,67,84,49.5,9,registration,Silver
99,99,31.1,100,73,100,84,2,2,sendOIOXML,Bronze
99.66,97,15.5,98,67,78,82,22.63,5,ILohn2004service,Bronze
315.72,92,6.5,97,72,78,86,10.4,10,ehmmemitService,Gold
3288,18,1.3,19,67,89,72,2.96,7,PDCWebService,Platinum
129,13,8.9,14,33,78,59,8.39,95,digestService,Bronze
132.18,13,9,14,33,78,59,6.57,96,digestService,Bronze
317.59,91,7.7,92,67,100,72,46.24,5,SPS,Gold
300.76,91,8.2,92,67,100,72,46.47,7,SPS,Gold
225.8,97,3.4,99,73,100,84,45.4,6,Notas,Silver
221.48,90,10.9,97,53,89,66,37.26,6,findkmService,Silver
223,91,3.9,97,73,100,84,33.4,4,DOTSFastTax,Silver
246.43,85,9.7,95,53,89,66,39.73,8,findkmService,Gold
308,85,2.8,85,53,89,66,93.74,12,findkmService,Gold
269,95,0.9,98,67,100,82,48,5,DispatcherAPIService,Gold
310.09,85,2.4,86,53,89,66,107.52,8,findkmService,Gold
325.3,86,1.4,87,53,89,66,91.52,2,findkmService,Gold
303.43,85,1.8,86,53,89,66,116.73,4,findkmService,Gold
275.8,100,1.9,100,67,100,82,45.8,10,DistanceService,Gold
329.13,85,0.4,85,53,89,66,139.74,8,findkmService,Gold
315.4,98,2,100,67,100,82,44.6,9,TWS-DS,Gold
276,88,1.6,96,67,100,82,32.8,4,zCalcSvc,Gold
329.7,85,1.8,86,53,89,66,84.48,6,findkmService,Gold
341.39,82,0.9,82,53,89,66,122.26,7,findkmService,Gold
265,93,2.6,98,67,100,82,41.4,4,pinger,Gold
272.43,85,1.9,86,53,89,66,69.39,7,findkmService,Gold
340.2,97,1.2,99,67,100,82,39.6,10,WSEmbossService,Gold
319.83,84,1.1,84,53,89,66,108.96,6,findkmService,Gold
251.6,92,0.9,97,67,100,82,41.6,2,CEqImageSecure,Gold
316.3,84,2,85,53,89,66,120.13,12,findkmService,Gold
299.2,100,1.4,100,67,100,82,41.8,7,BGTBoundaryGeocoder,Gold
305.4,89,1.4,96,50,100,72,40,4,MessageServerService,Gold
287.4,91,1.3,97,50,100,72,36.6,3,codeService,Gold
307.6,94,0.9,98,67,100,82,42.4,10,reasoner,Gold
1567.09,73,0.2,74,53,89,66,396.54,3,findkmService,Platinum
249.2,92,1.6,97,67,100,82,40,3,Context,Gold
337.6,99,2.2,100,58,100,75,39.8,9,mwfilterService,Gold
250.4,93,2,98,50,100,72,45.4,6,XmlHttpCheck,Gold
298.2,98,0.9,99,67,100,82,59.4,7,WSDLInteropTestListService,Gold
265,85,13.6,95,67,100,82,42.6,4,sbml,Gold
321.4,88,2.8,96,73,100,84,38.4,7,PropertyInformation,Gold
330.2,99,2.4,100,73,100,84,38.2,9,BusinessVerification,Gold
260.6,100,13.5,100,67,100,82,42.4,2,XigniteHistorical,Gold
262.6,89,13.3,96,67,100,82,44,6,GenericXsltCallback,Gold
319.3,85,0.4,85,53,89,66,128.13,9,findkmService,Gold
268.2,91,1.8,97,67,100,82,38,2,TVCaboEPG,Gold
300.96,85,3.2,85,53,89,66,85.26,8,findkmService,Gold
258,92,3.2,97,73,100,84,32.4,5,wbs_publicservicesService,Gold
243.91,85,7.1,86,53,89,66,57.91,1,findkmService,Gold
259.6,97,0.9,99,67,100,82,59.2,1,WahooScoresService,Gold
260.6,94,1.8,98,67,100,82,45.8,12,VocabularyTermsService,Gold
281.91,86,4.4,86,53,89,66,86.61,8,findkmService,Gold
277.78,86,3.2,86,53,89,66,68.87,7,findkmService,Gold
293.09,86,5.1,87,53,89,66,90.87,4,findkmService,Gold
254.4,98,1.3,99,67,100,82,35.6,3,FindService,Gold
282.09,85,2.2,85,53,89,66,95.96,4,findkmService,Gold
268.2,93,1.2,98,67,100,82,44.8,7,ICD10,Gold
271.6,90,2.1,96,73,100,84,39.2,9,GlenXMLService,Gold
277.35,86,6.3,86,53,89,66,79.26,11,findkmService,Gold
247.4,98,2.6,100,73,100,84,43.2,8,cathparseService,Gold
280.6,91,0.9,97,67,100,82,39.4,12,EmailAddressValidator,Gold
288.87,84,2.1,84,53,89,66,94.7,6,findkmService,Gold
257,94,1.2,98,67,100,82,37.2,7,Lists,Gold
274.52,86,4.3,86,53,89,66,87.3,11,findkmService,Gold
256.6,99,0.8,100,67,100,82,40.6,9,PCSDealers,Gold
277.96,85,3.8,86,53,89,66,84.39,10,findkmService,Gold
248.8,88,1.1,96,67,100,82,42.4,8,yankService,Gold
295.6,100,1.1,100,67,100,82,45.2,5,WebBlogService,Gold
280.8,91,2.4,97,58,100,75,42.2,9,ABRXMLPubSub,Gold
278.87,86,4.9,86,53,89,66,84,4,findkmService,Gold
338.87,86,2.5,86,53,89,66,97.09,8,findkmService,Gold
300.2,89,2.4,96,73,100,84,49.4,8,garnierService,Gold
248.6,91,2.7,97,73,100,84,44.4,10,XmlDailyFact,Gold
270.2,86,4.3,95,73,100,84,44.8,6,lister,Gold
250.74,86,7,86,53,89,66,60.04,2,findkmService,Gold
236.2,96,3.6,99,73,100,84,45.2,5,Service,Gold
255,98,1.3,99,67,100,82,40.8,4,CatalogService,Gold
338.82,85,0.4,85,53,89,66,140.68,3,findkmService,Gold
287.04,84,1.6,85,53,89,66,99.04,1,findkmService,Gold
210.4,90,4.3,96,73,100,84,8.4,8,wobbleService,Silver
239.22,85,7.7,86,53,89,66,53.22,12,findkmService,Gold
1075.2,90,3.4,90,73,100,84,142.6,1,TCrossPlatformSoapService,Platinum
275.57,85,4.2,86,53,89,66,81.96,7,findkmService,Gold
254.6,98,1.7,99,67,100,82,43.2,5,SendServiceNoHeader,Gold
250.4,88,1.7,96,67,100,82,43.4,10,ZipCodeLookup,Gold
280.61,85,4.8,86,53,89,66,85.7,4,findkmService,Gold
250.8,100,1.4,100,50,100,72,42.4,12,CupScores,Gold
302.3,85,3.4,85,53,89,66,115.43,7,findkmService,Gold
263.8,94,2.3,98,50,100,72,40.6,3,Beheer,Gold
268.57,85,4.7,86,53,89,66,86.53,7,findkmService,Gold
261.2,90,1.5,97,50,100,72,51.6,9,zCalcSvc,Gold
285.04,86,3.2,86,53,89,66,91.87,4,findkmService,Gold
270.4,87,2.4,96,67,100,82,52.6,2,Source_x0020_Code_x0020_Community_x0020_WebService,Gold
280.7,85,4.2,86,53,89,66,64.96,6,findkmService,Gold
267.4,91,1.5,97,67,100,82,51,3,weasel,Gold
287.22,85,3.5,86,53,89,66,101.05,5,findkmService,Gold
234.4,98,2.7,100,67,100,82,26.6,4,Nearest_x0020_Service,Gold
285.57,85,3.1,86,53,89,66,71.61,3,findkmService,Gold
262.8,85,2.7,95,67,100,82,41,2,sdm25,Gold
342.43,85,5.4,86,53,89,66,147.47,10,findkmService,Gold
267.43,86,5.7,87,53,89,66,77.39,1,findkmService,Gold
297.17,86,2.4,86,53,89,66,93.52,9,findkmService,Gold
251.8,93,2.1,98,50,100,72,33,5,SaisieFrance2ServiceBeanService,Gold
303.65,85,3.4,85,53,89,66,86.35,7,findkmService,Gold
247.4,92,0.9,97,67,100,82,42.6,11,JExamInfoServiceService,Gold
287.22,86,5.5,86,53,89,66,77.57,7,findkmService,Gold
259.8,88,13.4,96,67,100,82,45.2,5,PrixElementPrestaServiceProxy,Gold
287.26,86,5.1,86,53,89,66,96.56,2,findkmService,Gold
386,96,2,99,67,100,82,45.4,12,ContactClean,Platinum
300.48,85,2.9,86,53,89,66,90.57,9,findkmService,Gold
260.6,93,2.1,98,67,100,82,39,9,PhoneNumberEnhancement,Gold
274.78,85,3.6,86,53,89,66,88.74,3,findkmService,Gold
296.57,85,2.7,85,53,89,66,95.09,10,findkmService,Gold
265.4,99,1.5,100,67,100,82,35.2,11,XWebCheckOut,Gold
303.74,85,4.5,86,53,89,66,110.44,1,findkmService,Gold
268.35,85,4.7,86,53,89,66,81.22,4,findkmService,Gold
283,71,6.5,71,53,89,66,66.35,6,findkmService,Gold
334.43,84,1.4,84,53,89,66,114.43,11,findkmService,Gold
374.2,93,1,98,67,100,82,60.6,3,yankService,Platinum
393.35,86,1.2,86,53,89,66,123.13,7,findkmService,Platinum
404.2,87,1.2,95,67,100,82,45,8,Inventory,Platinum
411.83,85,0.4,86,53,89,66,142.96,10,findkmService,Platinum
379.2,96,1.1,99,67,100,82,44.4,10,vrnaheatService,Platinum
251.8,100,2.5,100,73,100,84,46,7,wsReqSender,Gold
292,86,3.8,87,53,89,66,90,10,findkmService,Gold
300.6,100,1.4,100,67,100,82,42.6,1,UpsValidation,Gold
315,100,1,100,67,100,82,39.6,6,Sandbox6Service,Gold
338.74,82,0.7,83,53,89,66,85.31,7,findkmService,Gold
371.35,87,1.4,88,53,89,66,126.61,9,findkmService,Platinum
329.43,86,1.2,86,53,89,66,101.17,4,findkmService,Gold
317.8,90,1.3,97,67,100,82,46.2,9,infoalignService,Gold
208.6,89,0.8,96,67,100,82,42,11,WSDLInteropTestDocLitService,Silver
359.13,85,1.1,86,53,89,66,116.56,8,findkmService,Platinum
282.6,89,2.3,96,73,100,84,37.8,9,RightNeighboursService,Gold
349.8,92,1.4,97,67,100,82,39.4,6,captchaWebService,Platinum
331.43,85,1.1,86,53,89,66,93.52,10,findkmService,Gold
311.8,91,1.8,97,67,100,82,44.6,11,FullerData_x0020_High_x0020_Score_x0020_Service,Gold
310.74,86,3.6,86,53,89,66,93.78,2,findkmService,Gold
252,93,0.7,98,67,100,82,39.6,2,KBBEWebService,Gold
282,85,3.7,86,53,89,66,69.7,2,findkmService,Gold
267.8,99,4,100,73,100,84,41.2,1,RandomPlayer,Gold
271,93,3.9,98,73,100,84,44.6,4,oddcompService,Gold
312,88,3,96,73,100,84,47,11,HelloService,Gold
401.2,92,3.2,97,73,100,84,51.2,10,eBayAPIInterfaceService,Platinum
384.4,90,1.9,96,73,100,84,49.2,9,helixturnhelixService,Platinum
346.39,85,2.6,86,53,89,66,110.48,2,findkmService,Gold
275.87,85,6.5,86,53,89,66,74.44,10,findkmService,Gold
406,86,3,95,73,100,84,47,11,hmomentService,Platinum
379.78,85,2.3,85,53,89,66,106.04,10,findkmService,Platinum
301.17,85,3.4,85,53,89,66,79.6,4,findkmService,Gold
507,89,2.2,96,73,100,84,42.8,5,roconService,Platinum
427.65,86,1.4,86,53,89,66,120.48,3,findkmService,Platinum
330.2,85,2.1,95,67,100,82,46.8,3,codeService,Gold
298.61,86,1.3,87,53,89,66,89.83,11,findkmService,Gold
